ref,text
In the beginning God created the heavens and the earth.,"Piligu ni, Naawuni daa namla zuɣusaa mini dunia."
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","Dunia ŋɔ daa ka taɣinamsi, di daa kul bela vau, ka zibisim limsi bɔɣ’ zilinli, ka Naawuni shia daa be kom zuɣusaa ginda."
"God said, “I command light to shine!” And light started shining.","Ka Naawuni daa yɛli, “Neesim, neema!” Ka neesim dii neei."
God looked at the light and saw that it was good. He separated light from darkness,"Ka Naawuni daa nya ka neesim maa viɛla, ka o woligi neesim maa ka chɛ zibisim."
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day","Ka Naawuni daa boli neesim maa wuntaŋ’ ni, ka boli zibisim maa mi yuŋ. Ka di daa niŋ zaawuni, di nyaaŋa ka biɛɣu neei; ka di niŋ dabisili din daŋ tooni."
"God said, “I command a dome to separate the water above it from the water below it.”","Ka Naawuni daa yɛli, “Foliŋga, niŋmi kom ŋɔ sunsuuni m-pirigi kom maa buyi.”"
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day","Ka Naawuni daa boli foliŋga maa “Zuɣusaa.” Ka di daa niŋ zaawuni, di nyaaŋa ka biɛɣu neei; ka di niŋ dabisili din pah’ ayi."
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Ka Naawuni daa lan yɛli, “Kom din be foliŋga tiŋli ŋɔ laɣimmi dɔni luɣ’ yini, ka chɛ ka tiŋgban’ kuŋ yi n-dɔni.” Ka di daa shiri niŋ lala."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","Ka Naawuni daa boli tiŋgban’ kuŋ maa “Tiŋgbani,” ka boli kom din laɣim do luɣ’ yini maa mi “Teeku.” Ka Naawuni daa nya li ka di viɛla."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Ka Naawuni daa lan yɛli, “Binyɛra din bindi tiŋgban’ ni ka mali biɛlim mini tihi din wala mali kpila balibu kam zaa, bilimiya.” Ka di daa shiri niŋ lala."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Ka binyɛra din bindi tiŋgban’ ni ka mali biɛlim mini tihi din wala mali kpila balibu kam zaa shiri bili. Ka Naawuni daa nya li ka di viɛla.
"Evening came, then morning—that was the third day. The Fourth Day","Ka di daa niŋ zaawuni, di nyaaŋa ka biɛɣu neei; ka di niŋ dabisili din pah’ ata."
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Ka Naawuni daa lan yɛli, “Neesim shɛŋa neemiya zuɣusaa sagbana ni n-woligi wuntaŋ’ ni ka chɛ yuŋ,” ka neesim maa wuhiri shihira ni saha ni dabisa ni yuma;"
I command them to shine on the earth.” And that's what happened.,ka lan nyɛ zuɣusaa neesim din ne dunia ni. Ka di daa shiri niŋ lala.
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Ka Naawuni daa lan nam neesim kara ayi n-chɛ ka din galisi pam la ne wuntaŋ’ ni, ka chɛ ka din pa di zuɣu mi ne yuŋ; ka daa nam saŋmarisi gba."
"Then God put these lights in the sky to shine on the earth,","Ka Naawuni daa zaŋ ba niŋ foliŋga maa zuɣusaa ni bɛ ne dunia ŋɔ ni,"
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","ka su wuntaŋ’ ni mini yuŋ, ka woligi neesim ka chɛ zibisim. Ka Naawuni daa nya li ka di viɛla."
"Evening came, then morning—that was the fourth day. The Fifth Day","Ka di daa niŋ zaawuni, di nyaaŋa ka biɛɣu neei; ka di niŋ dabisili din pah’ anahi."
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Ka Naawuni daa lan yɛli, “Chɛ ka binnɛma pam be kom ni, ka chɛ ka noonsi be zuɣusaa sagbana tiŋli yiɣiri gindi dunia ni.”"
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Ka Naawuni daa lan nam binnɛma zaɣ’ kara niŋ teeku ni, ka nam binnɛma balibu kam bɛn be kom ni chana ni noonsi balibu kam. Ka Naawuni daa nya ba ka bɛ viɛla."
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Ka o daa niŋ alibarika niŋ bɛ ni ka yɛli ba, “Dɔɣimiya ka wɔɣi n-nab’ pali teeku mini dunia.”"
"Evening came, then morning—that was the fifth day. The Sixth Day","Ka di daa niŋ zaawuni, di nyaaŋa ka biɛɣu neei; ka di niŋ dabisili din pah’ anu."
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Ka Naawuni daa lan yɛli, “Binnɛma balibu kam, bɛnya tiŋgbani zuɣu; niɣi mini binnɛma bɛn gbamdi tiŋa ni mɔɣu ni biŋkɔbiri balibu kam.” Ka di shiri niŋ lala."
"God made every one of them. Then he looked at what he had done, and it was good.","Ka Naawuni daa nam mɔɣu ni biŋkɔbiri balibu kam zaa, ka nam niɣi balibu kam zaa, ka nam binnɛma bɛn gbamdi tiŋa balibu kam zaa. Ka Naawuni daa nya ba ka bɛ viɛla."
