ref,text
In the beginning God created the heavens and the earth.,Pin'ilʋgʋn la Wina'am da maal agɔl nɛ teŋ.
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","Si'el da ka' teŋ la nii, ka zin'ig la wʋsa da an yɔɔg-yɔɔg, lik ma'aa da pɛ'ɛl, ka Wina'am Siig da laannɛ giligid ku'om la zug."
"God said, “I command light to shine!” And light started shining.","Ka Wina'am yɛl ye, “Kɛl ka li an nyain.” Ka li sid nie nyain."
God looked at the light and saw that it was good. He separated light from darkness,Ka Wina'am nyɛ ka nɛɛsim la an sʋm ka o bak nɛɛsim la ka kɛ lik.
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day","Ka Wina'am buol nɛɛsim la ye, “Nintaŋ” ka buol lik la ye, “Yʋ'ʋŋ.” Ka yʋ'ʋŋ sɔb ka bɛog nie, linɛ da an yiiga dabisir."
"God said, “I command a dome to separate the water above it from the water below it.”","Ka Wina'am yɛl ye, “Kɛl ka si'el bɛɛ an lammiri bɛŋ ku'okanɛ bɛɛ agɔl la nɛ ku'okanɛ bɛ teŋir la.”"
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day","Ka Wina'am buol bʋnlammir dinɛ bɛɛ agɔl la ye, “Saŋgbauŋ.” Ka yʋ'ʋŋ da sɔb ka bɛog nie dabayi' daare la."
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Ka Wina'am yɛl ye, “Kɛl ka ku'okanɛ bɛ saŋgbauŋ la teŋir la la'as zin'ig yinne, ka kɛ ka li teŋir la nie.” Ka li sid niŋ ala."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","Ka Wina'am buol zin'ikanɛ nie ka kʋdig la ye, “Teŋ,” ka buol ku'om la ye, “Atɛuk.” Ka Wina'am nyɛ ka li an sʋm."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Ka Wina'am yɛl ye, “Kɛl ka bʋmbʋʋda buudi wʋsa bul teŋinɛ yina. Bʋmbʋʋdbanɛ du'ad bielim nɛ tiis buudi wʋsa banɛ wan wala ka mɔr biili.” Ka li sid niŋ ala."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Ka teŋ la pɛ'ɛl nɛ zʋʋd nɛ tiis. Ka bʋmbʋʋda wʋsa du'a li buudi. Ka Wina'am nyɛ ka li an sʋm.
"Evening came, then morning—that was the third day. The Fourth Day",Ka yʋ'ʋŋ sɔb ka bɛog nie daba atan' daare la.
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Ka Wina'am yɛl ye, “Kɛl ka bugum bɛɛ agɔl dinɛ na bak nintaŋ nɛ yʋ'ʋŋ ka an zanbin linɛ pa'an sɛɛung nɛ ʋʋn, nɛ dabisa nɛ yʋma."
I command them to shine on the earth.” And that's what happened.,Ka kɛ ka bugum bɛ saŋgbauŋ la ni dinɛ na tis teŋgbauŋ la nɛɛsim.” Ka li sid niŋ ala.
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.",Wina'am da maal nɛ bugum kanda ayi'. Bugum tita'ar la da tisid nɛɛsim nintaŋ ka bugum si'asiŋ la tisid nɛɛsim yʋ'ʋŋ. O da lɛm maal nwadbibis.
"Then God put these lights in the sky to shine on the earth,",Wina'am da maali ba niŋ saŋgbana la ni ye ba tis teŋgbauŋ la nɛɛsim
